index,reviewer_name,review_id,profile_href,star,time,text
377,Geneviève Lacouline,ChZDSUhNMG9nS0VJQ0FnSUNVemFXOGZBEAE,https://www.google.com/maps/contrib/110044680340027872290/reviews?hl=en-US,5,       3 years ago      ,"        Un ami m'a fait découvrir cet endroit. Depuis, j'y retourne et je suis tounours tres satisfaite. Le menu est simple et exotique.  Le service courtois, rapide et que dire des saveurs.... tout est parfait . Je vous recommande cet endroit chaudement ❤❤❤ (Translated by Google)
A friend introduced me to this place. Since then, I've been going back and I'm always very satisfied. The menu is simple and exotic. The courteous, fast service and what about the flavors .... everything is perfect. I highly recommend this place ❤❤❤
     
"
378,James Saville,ChZDSUhNMG9nS0VJQ0FnSUN3clAtaWZnEAE,https://www.google.com/maps/contrib/104550004779676849489/reviews?hl=en-US,3,       5 years ago      ,"        Je suis venu ici avec des amis. Le service aurait pu être plus chaleureux, on était une autre table et nous. La soupe tonkinoise n'était pas la meilleure, buvable mais le bouillon manquait définitivement de saveur. (Translated by Google)
Came here with friends. The service could have been warmer, there was another table and us. Tonkinese soup wasn't the best, drinkable but the broth definitely lacked flavor.
     
"
379,Benjamin Abrivard,ChZDSUhNMG9nS0VJQ0FnSURTNy02TWV3EAE,https://www.google.com/maps/contrib/108001592935125504710/reviews?hl=en-US,1,       a year ago      ,"        Ils se trompent dans la commande, je dois y retourner et sans aucune gêne ils font payer le surplus de 2,30$. Abusé !!! Je n'ai jamais rien vu d'aussi peu commerçant. Une erreur ca arrive ce n'est pas le problème, mais tu offres la différence au client surtout pour 2$. (Translated by Google)
They make a mistake in the order, I have to go back and without any embarrassment they charge the surplus of $ 2.30. Abused !!! I have never seen anything so uncommon. An error happens that is not the problem, but you offer the difference to the customer especially for $ 2.
     
"
380,labellaluna07 Gilles,ChZDSUhNMG9nS0VJQ0FnSUNnMFpibkNBEAE,https://www.google.com/maps/contrib/113415687474819440024/reviews?hl=en-US,5,       4 years ago      ,"        Excellent service ! Les employés reconnaissent rapidement la présence de nouveaux clients malgré le rush. Une belle équipe très efficace et très présente pour ses clients. La nourriture est juste trop bonne (Translated by Google)
Great service! Employees quickly recognize the presence of new customers despite the rush. A great team, very efficient and very present for its customers. The food is just too good
     
"
381,Marie-Caroline Lemieux,ChdDSUhNMG9nS0VJQ0FnSUNHbDliWTdRRRAB,https://www.google.com/maps/contrib/110774522527816966507/reviews?hl=en-US,5,       a year ago      ,"        Toujours un délice, jamais déçue !!! Genre jamais!! Comfort food favori. En plus fait avec amour par des gens bien sympas : ) (Translated by Google)
Always a delight, never disappointed!!! Like never!! Favorite comfort food. In addition made with love by very nice people :)
     
"
382,Stéphanie Vaudry,ChZDSUhNMG9nS0VJQ0FnSURRbi1DRE1BEAE,https://www.google.com/maps/contrib/104655653799274193063/reviews?hl=en-US,5,       4 years ago      ,"        Meilleure nourriture vietnamienne en ville! L'entreprise a été reprise par les enfants de la propriétaire et ils cassent la barraque. Essayez le Burger et la poutine réinventés, aussi leurs drinks! Ils ont récemment ajouté des bols style poké. Le bouillon de leur pho est aussi excellent! Décor rétro 3.0. Bon appétit! (Translated by Google)
Best Vietnamese food in town! The business has been taken over by the owner's children and they are breaking the bank. Try the reinvented Burger and poutine, also their drinks! They recently added poke style bowls. Their pho broth is also excellent! Retro decor 3.0. Enjoy your meal!
     
"
383,Tristan Dubois,ChZDSUhNMG9nS0VJQ0FnSURJXzVyVWJREAE,https://www.google.com/maps/contrib/108554937357372420031/reviews?hl=en-US,5,       3 years ago      ,"        Tout ce que j’aime. Une cuisine délicieuse jumelée à une ambiance vraiment top. Bonne musique, éclairage chaleureux et les proprios et le staff sont exceptionnels, ils nous accueillent comme si on faisait partie de la famille. I’ll be back. (Translated by Google)
All that I love. Delicious cuisine paired with a truly top-notch atmosphere. Good music, warm lighting and the owners and staff are exceptional, they welcome us as if we were part of the family. I'll be back.
     
"
384,Kahina,ChdDSUhNMG9nS0VJQ0FnSURheWUydi1RRRAB,https://www.google.com/maps/contrib/108157162706825557644/reviews?hl=en-US,5,       a year ago      ,"        Endroit super sympa ! Nourriture innovante et gouteuse, très bon service, bonne musique ! Rapport qualité prix au top, à essayer ;) (Translated by Google)
Super nice place! Innovative and tasty food, great service, great music! Value for money at the top, to try;)
     
"
385,wiston ortiz,ChZDSUhNMG9nS0VJQ0FnSUM4d2FHOWF3EAE,https://www.google.com/maps/contrib/111243182707820381061/reviews?hl=en-US,5,       2 years ago      ,"        Jai eu la meilleur experience.
La meilleure barmaid in town,annie jade.
belle energie, service a la clientele excellent. rien a dire.  Nourriture A1.
Mike . . beau service a la clientele
nourriture, DELICIEUSE.
ambiance A 100... venez essayez.. 🙂 (Translated by Google)
I had the best experience.
The best bartender in town, Annie Jade.
great energy, excellent customer service. nothing to say. Food A1.
Mike. . great customer service
food, DELICIOUS.
atmosphere A 100 ... come and try .. 🙂
     
"
386,Andreas Ihm,ChdDSUhNMG9nS0VJQ0FnSURnaGN1ZTVBRRAB,https://www.google.com/maps/contrib/106374652011689607297/reviews?hl=en-US,5,       4 years ago      ,"        L’accueil est chaleureux et amical. Le service impecable et personnalisé.
On percoit rapidement la passion qu’on les restaurateurs pour leur profession.
La bouffe est excellente et l’ambiance extra!
La meilleure tonkinoise en ville et peut-être même au monde (qui sait) (Translated by Google)
The welcome is warm and friendly. Impeccable and personalized service.
We quickly perceive the passion that restorers have for their profession.
The food is excellent and the atmosphere great!
The best tonkinese in town and maybe even in the world (who knows)
     
"
387,nadia bilodeau,ChdDSUhNMG9nS0VJQ0FnSUN3eVl2b213RRAB,https://www.google.com/maps/contrib/103001647811300767312/reviews?hl=en-US,5,       5 years ago      ,"        Ce restaurant, je l'adore! C'est ma première fois aujourd'hui et c'est certain que j'y serai de retour la semaine prochain! Service impeccable et chaleureux! Gros coup de cœur pour la salade de papaye! (Translated by Google)
I love this restaurant! It’s my first time today and I’ll definitely be back next week! Impeccable and warm service! Big crush on the papaya salad!
     
"
388,Katiana Louissaint,ChdDSUhNMG9nS0VJQ0FnSUNRbS1iai13RRAB,https://www.google.com/maps/contrib/115850977626030677082/reviews?hl=en-US,5,       4 years ago      ,"        J'ai adoré cette place, c'est très calme et confortable. Le personnel est prévenant et très amicale. Les prix sont abordables et la nourriture est succulent. Je vous recommande cet endroit, je compte y retourner très bientôt. 🙌👌😍 (Translated by Google)
I loved this place, it's very quiet and comfortable. The staff is attentive and very friendly. The prices are affordable and the food is scrumptious. I recommend this place, I plan to return very soon. 🙌👌😍
     
"
389,Roxanne Bazinet,ChZDSUhNMG9nS0VJQ0FnSUNJdzlTV01REAE,https://www.google.com/maps/contrib/114349889422970441036/reviews?hl=en-US,4,       4 years ago      ,"        Si vous recherchez des mets réconfortants, savoureux et à bon prix (avec une touche d'exotisme) La Belle Tonkinoise est pour vous! L'ambiance y est chaleureuse et le personnel très serviable. Son décor kitsh saura vous charmer! (Translated by Google)
If you are looking for comforting, tasty and well-priced dishes (with a touch of the exotic) La Belle Tonkinoise is for you! The atmosphere is warm and the staff very helpful. Its kitsh decor will charm you!
     
"
390,Mariane Richard,ChZDSUhNMG9nS0VJQ0FnSUQtOWJQSWJ3EAE,https://www.google.com/maps/contrib/110081740540172290837/reviews?hl=en-US,5,       2 weeks ago      ,"        J’adore 😻 (Translated by Google)
I love 😻
     
"
391,stacy Bellance,ChdDSUhNMG9nS0VJQ0FnSURBeklDbHNBRRAB,https://www.google.com/maps/contrib/116234005446172434012/reviews?hl=en-US,5,       5 years ago      ,"        Accueil chaleureux, nourriture très bonne. Je reviendrais. je recommande ce restaurant. Pop corn au poulet délicieux ! 10 étoiles pour cet accueil ! Des restaurants j'en ai fait mais la digne d'un accueil de star. (Translated by Google)
Warm welcome, very good food. I will come back. I recommend this restaurant. Delicious chicken popcorn! 10 stars for this welcome! Restaurants I have made but worthy of a star welcome.
     
"
392,Joanie Geoffroy,ChdDSUhNMG9nS0VJQ0FnSUNxdXZYMWd3RRAB,https://www.google.com/maps/contrib/100178656769401758485/reviews?hl=en-US,5,       a year ago      ,"        Qu'elle ambiance, le staff est si sympathique et vraiment attentionné et que dire des repas un délice pour les papilles gustatives! Un must! (Translated by Google)
What an atmosphere, the staff is so friendly and really attentive and what can we say about the meals, a delight for the taste buds! A must!
     
"
393,Menahan Delorme O'Bomsawin,ChdDSUhNMG9nS0VJQ0FnSUNHc28tNDBBRRAB,https://www.google.com/maps/contrib/100406153753530965032/reviews?hl=en-US,5,       a year ago      ,"        Super service, staff attentionné, ambiance festive et repas excellent. J'y retourne certainement! (Translated by Google)
Great service, attentive staff, festive atmosphere and excellent food. I will definitely go back!
     
"
394,Mathieu Boucher,ChZDSUhNMG9nS0VJQ0FnSURtOWVhTUhnEAE,https://www.google.com/maps/contrib/106616651600481933380/reviews?hl=en-US,5,       10 months ago      ,"        Wow! Leur Poutine Sate Drip est la meilleure que j’ai jamais mangé! (Translated by Google)
wow! Their Poutine Sate Drip is the best I have ever eaten!
     
"
395,Louis Godbout,ChZDSUhNMG9nS0VJQ0FnSUNNdDdfUUpnEAE,https://www.google.com/maps/contrib/111652238558664732718/reviews?hl=en-US,5,       3 years ago      ,"        Très belle découverte, nourriture excellente et abordable avec des classiques asiatiques en passant par des plats plus funky.  L'endroit est stylé, quoique assez petit. (Translated by Google)
Very nice discovery, excellent and affordable food with Asian classics through more funky dishes. The place is stylish, though quite small.
     
"
396,Auguste tene,ChdDSUhNMG9nS0VJQ0FnSUNvNXZHSy1BRRAB,https://www.google.com/maps/contrib/106792155640456180491/reviews?hl=en-US,5,       3 years ago      ,"        Très belle place, ma famille et moi avons bien aimé notre expérience. La soupe au boeuf j'adore. Je me suis abonné.
Je recommande... (Translated by Google)
Very nice place, my family and I enjoyed our experience. I love beef soup. I subscribed.
I recommend...
     
"
397,Cathie-Anne Dupuis,ChdDSUhNMG9nS0VJQ0FnSURZOEtpZXJ3RRAB,https://www.google.com/maps/contrib/107386131094505360460/reviews?hl=en-US,5,       3 years ago      ,"        Très bonne nourriture! Les serveur.se.s sont vraiment gentil et vous conseil bien! J'ai été agréablement surprise à chaque fois que j'y suis allée! (Translated by Google)
Very good food! The servers.se.s are really nice and you advice well! I was pleasantly surprised every time I went!
     
"
398,Eric Faussurier,ChdDSUhNMG9nS0VJQ0FnSUNnbVk3OW1RRRAB,https://www.google.com/maps/contrib/117658744643668511484/reviews?hl=en-US,5,       4 years ago      ,"        Oui, c'est ici. C'est ici qu'on peut vivre cette révélation exquise et divine qu'est la Poutine Kimcheesy. C'est ici qu'on peut vivre ce que Curieux Bégin du 14 septembre 2018 a qualifié de meilleur substitut à la sexualité: La  Poutine  Kimcheesy C'est une expérience en soi. C'est quelque chose à ne pas manquer et essayer une fois dans sa vie. Comme notre serveur Michael a dit: "" Tu ne veux pas juste en prendre une petite, tu vas en vouloir plus et tu seras un peu frustré de ne pas en avoir pris une grosse"". Que de vérités divines en si peu de mots! Pour le restaurant en général, le service est impeccable. L'équipe prend le temps de mémoriser les noms, même avec un groupe de 15. Alors bref, c'est un restaurant où le détour en vaut 100x la peine. (Translated by Google)
Yes it is here. It is here that we can experience this exquisite and divine revelation that is Putin Kimcheesy. This is where we can experience what Curieux Bégin of September 14, 2018 described as the best substitute for sexuality: Poutine Kimcheesy It is an experience in itself. It is something not to be missed and to try once in a lifetime. As our waiter Michael said: ""You don't just want to take a small one, you are going to want more and you will be a little frustrated that you didn't take a big one. So many divine truths in so few words! For the restaurant in general, the service is impeccable. The team takes the time to memorize names, even with a group of 15. So in short, it's a restaurant where the detour is 100x worth it.
     
"
